abbr,city,cityEn,conference,country,displayAbbr,displayAffiliation,displayConference,displayName,displayNameEn,division,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,id,isAllStarTeam,isLeagueTeam,jerseyNo,lastName,lastNameEn,name,nameEn,playerId,player_code,player_leagueId,position,schoolType,team_code,team_leagueId,weight
SAC,萨克拉门托,Sacramento,Western,美国,国王,North Carolina/United States,西部,文斯 卡特,Vince Carter,太平洋分区,223102800000,1998,19,文斯,文斯,Vince,1米98,1610612758,False,True,15,卡特,Carter,国王,Kings,1713,vince_carter,00,后卫-前锋,College,kings,00,"99,8 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,Syracuse/United States,东部,迈克尔 卡特-威廉姆斯,Michael Carter-Williams,东南分区,687067200000,2013,4,迈克尔,迈克尔,Michael,1米98,1610612766,False,True,10,卡特-威廉姆斯,Carter-Williams,黄蜂,Hornets,203487,michael_carter-williams,00,后卫,College,hornets,00,"86,2 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Texas A&M/United States,西部,亚历克斯 卡鲁索,Alex Caruso,太平洋分区,762411600000,2016,0,亚历克斯,亚历克斯,Alex,1米96,1610612747,False,True,4,卡鲁索,Caruso,湖人,Lakers,1627936,alex_caruso,00,后卫,College,lakers,00,"84,4 公斤"
GSW,金州,Golden State,Western,以色列,勇士,"Yavne, Israel/Israel",西部,欧米 卡斯比,Omri Casspi,太平洋分区,582955200000,2009,8,欧米,欧米,Omri,2米06,1610612744,False,True,18,卡斯比,Casspi,勇士,Warriors,201956,omri_casspi,00,前锋,Country,warriors,00,"102,1 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Kentucky/United States,西部,威利 考利-斯坦,Willie Cauley Stein,太平洋分区,745646400000,2015,2,威利,威利,Willie,2米13,1610612758,False,True,00,考利-斯坦,Cauley Stein,国王,Kings,1626161,willie_cauley-stein,00,中锋,College,kings,00,"108,9 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Kansas/United States,西部,马里奥 查尔莫斯,Mario Chalmers,西南分区,516859200000,2008,8,马里奥,马里奥,Mario,1米88,1610612763,False,True,6,查尔莫斯,Chalmers,灰熊,Grizzlies,201596,mario_chalmers,00,后卫,College,grizzlies,00,"86,2 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Dominquez H.S/United States,西部,泰森 钱德勒,Tyson Chandler,太平洋分区,402379200000,2001,16,泰森,泰森,Tyson,2米16,1610612756,False,True,4,钱德勒,Chandler,太阳,Suns,2199,tyson_chandler,00,中锋,High School,suns,00,"108,9 公斤"
DEN,丹佛,Denver,Western,美国,掘金,DePaul/United States,西部,威尔森 钱德勒,Wilson Chandler,西北分区,547617600000,2007,9,威尔森,威尔森,Wilson,2米06,1610612743,False,True,21,钱德勒,Chandler,掘金,Nuggets,201163,wilson_chandler,00,前锋,College,nuggets,00,"102,1 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Washington/United States,西部,马奎斯 克里斯,Marquese Chriss,太平洋分区,867816000000,2016,1,马奎斯,马奎斯,Marquese,2米08,1610612756,False,True,0,克里斯,Chriss,太阳,Suns,1627737,marquese_chriss,00,前锋,College,suns,00,"108,9 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Belmont/United States,西部,伊安 克拉克,Ian Clark,西南分区,668322000000,2013,4,伊安,伊安,Ian,1米91,1610612740,False,True,2,克拉克,Clark,鹈鹕,Pelicans,203546,ian_clark,00,后卫,College,pelicans,00,"79,4 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Missouri/United States,西部,乔丹 克拉克森,Jordan Clarkson,太平洋分区,707889600000,2014,3,乔丹,乔丹,Jordan,1米96,1610612747,False,True,6,克拉克森,Clarkson,湖人,Lakers,203903,jordan_clarkson,00,后卫,College,lakers,00,"88,0 公斤"
DAL,达拉斯,Dallas,Western,波多黎各,小牛,Colorado State/Puerto Rico,西部,吉安 克拉维尔,Gian Clavell,西南分区,754290000000,2017,0,吉安,吉安,Gian,1米93,1610612742,False,True,8,克拉维尔,Clavell,小牛,Mavericks,1628492,gian_clavell,00,后卫,College,mavericks,00,"83,9 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Wake Forest/United States,东部,约翰 科林斯,John Collins,东南分区,874987200000,2017,0,约翰,约翰,John,2米08,1610612737,False,True,20,科林斯,Collins,老鹰,Hawks,1628381,john_collins,00,前锋-中锋,College,hawks,00,"106,6 公斤"
POR,波特兰,Portland,Western,美国,开拓者,Gonzaga/United States,西部,扎克 科林斯,Zach Collins,西北分区,879915600000,2017,0,扎克,扎克,Zach,2米13,1610612757,False,True,33,科林斯,Collins,开拓者,Trail Blazers,1628380,zach_collins,00,中锋-前锋,College,blazers,00,"104,3 公斤"
IND,印第安纳,Indiana,Eastern,美国,步行者,UCLA/United States,东部,达伦 科里森,Darren Collison,中央分区,556689600000,2009,8,达伦,达伦,Darren,1米88,1610612754,False,True,2,科里森,Collison,步行者,Pacers,201954,darren_collison,00,后卫,College,pacers,00,"83,9 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Kansas/United States,西部,尼克 科里森,Nick Collison,西北分区,341380800000,2003,13,尼克,尼克,Nick,2米08,1610612760,False,True,4,科里森,Collison,雷霆,Thunder,2555,nick_collison,00,前锋,College,thunder,00,"115,7 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Ohio State/United States,西部,迈克 康利,Mike Conley,西南分区,560923200000,2007,10,迈克,迈克,Mike,1米85,1610612763,False,True,11,康利,Conley,灰熊,Grizzlies,201144,mike_conley,00,后卫,College,grizzlies,00,"79,4 公斤"
POR,波特兰,Portland,Western,美国,开拓者,Notre Dame/United States,西部,帕特 康诺顿,Pat Connaughton,西北分区,726296400000,2015,2,帕特,帕特,Pat,1米96,1610612757,False,True,5,康诺顿,Connaughton,开拓者,Trail Blazers,1626192,pat_connaughton,00,后卫-前锋,College,blazers,00,"95,3 公斤"
GSW,金州,Golden State,Western,美国,勇士,Duke/United States,西部,奎因 库克,Quinn Cook,太平洋分区,732862800000,2015,1,奎因,奎因,Quinn,1米88,1610612744,False,True,4,库克,Cook,勇士,Warriors,1626188,quinn_cook,00,后卫,College,warriors,00,"81,2 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,United States,西部,查尔斯 库克,Charles Cooke,西南分区,773035200000,2017,0,查尔斯,查尔斯,Charles,1米96,1610612740,False,True,4,库克,Cooke,鹈鹕,Pelicans,1628429,charles_cooke,00,后卫,,pelicans,00,"88,9 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Notre Dame/United States,西部,杰克 库利,Jack Cooley,太平洋分区,671428800000,2013,1,杰克,杰克,Jack,2米08,1610612758,False,True,45,库利,Cooley,国王,Kings,204022,jack_cooley,00,中锋,College,kings,00,"124,3 公斤"
SAS,圣安东尼奥,San Antonio,Western,美国,马刺,Michigan State/United States,西部,马特 科斯特洛,Matt Costello,西南分区,744523200000,2016,0,马特,马特,Matt,2米08,1610612759,False,True,10,科斯特洛,Costello,马刺,Spurs,1627856,matt_costello,00,前锋-中锋,College,spurs,00,"108,9 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Kentucky/United States,西部,德玛库斯 考辛斯,DeMarcus Cousins,西南分区,650520000000,2010,7,德玛库斯,德玛库斯,DeMarcus,2米11,1610612740,False,True,0,考辛斯,Cousins,鹈鹕,Pelicans,202326,demarcus_cousins,00,前锋,College,pelicans,00,"122,5 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Tennessee State/United States,东部,罗伯特 考文顿,Robert Covington,大西洋分区,661150800000,2013,4,罗伯特,罗伯特,Robert,2米06,1610612755,False,True,33,考文顿,Covington,76人,Sixers,203496,robert_covington,00,前锋,College,sixers,00,"102,1 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,California/United States,东部,阿伦 克拉布,Allen Crabbe,大西洋分区,702792000000,2013,4,阿伦,阿伦,Allen,1米98,1610612751,False,True,33,克拉布,Crabbe,篮网,Nets,203459,allen_crabbe,00,后卫-前锋,College,nets,00,"97,5 公斤"
DEN,丹佛,Denver,Western,美国,掘金,South Carolina Upstate/United States,西部,托里 克雷格,Torrey Craig,西北分区,661582800000,2014,0,托里,托里,Torrey,1米98,1610612743,False,True,3,克雷格,Craig,掘金,Nuggets,1628470,torrey_craig,00,后卫-前锋,College,nuggets,00,"97,5 公斤"
MIN,明尼苏达,Minnesota,Western,美国,森林狼,Michigan/United States,西部,贾马尔 克劳福德,Jamal Crawford,西北分区,322376400000,2000,17,贾马尔,贾马尔,Jamal,1米96,1610612750,False,True,11,克劳福德,Crawford,森林狼,Timberwolves,2037,jamal_crawford,00,后卫,College,timberwolves,00,"88,5 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Xavier/United States,西部,乔丹 克劳福德,Jordan Crawford,西南分区,593582400000,2010,5,乔丹,乔丹,Jordan,1.96,1610612740,False,True,27,克劳福德,Crawford,鹈鹕,Pelicans,202348,jordan_crawford,00,后卫,College,pelicans,00,88.5 公斤
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Marquette/United States,东部,杰 克劳德,Jae Crowder,中央分区,647236800000,2012,5,杰,杰,Jae,1米98,1610612739,False,True,99,克劳德,Crowder,骑士,Cavaliers,203109,jae_crowder,00,前锋,College,cavaliers,00,"106,6 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Villanova/United States,西部,丹特 康宁汉姆,Dante Cunningham,西南分区,546062400000,2009,8,丹特,丹特,Dante,2米03,1610612740,False,True,33,康宁汉姆,Cunningham,鹈鹕,Pelicans,201967,dante_cunningham,00,前锋,College,pelicans,00,"104,3 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Duke/United States,西部,賽斯 库里,Seth Curry,西南分区,651384000000,2013,4,賽斯,賽斯,Seth,1米88,1610612742,False,True,30,库里,Curry,小牛,Mavericks,203552,seth_curry,00,后卫,College,mavericks,00,"83,9 公斤"
GSW,金州,Golden State,Western,美国,勇士,Davidson/United States,西部,斯蒂芬 库里,Stephen Curry,太平洋分区,574318800000,2009,8,斯蒂芬,斯蒂芬,Stephen,1米91,1610612744,False,True,30,库里,Curry,勇士,Warriors,201939,stephen_curry,00,后卫,College,warriors,00,"86,2 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Virginia Commonwealth/United States,西部,特洛伊 丹尼尔斯,Troy Daniels,太平洋分区,679550400000,2013,4,特洛伊,特洛伊,Troy,1米93,1610612756,False,True,30,丹尼尔斯,Daniels,太阳,Suns,203584,troy_daniels,00,后卫,College,suns,00,"93,0 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Kentucky/United States,西部,安东尼 戴维斯,Anthony Davis,西南分区,731826000000,2012,5,安东尼,安东尼,Anthony,2米08,1610612740,False,True,23,戴维斯,Davis,鹈鹕,Pelicans,203076,anthony_davis,00,前锋-中锋,College,pelicans,00,"114,8 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Michigan State/United States,西部,德永塔 戴维斯,Deyonta Davis,西南分区,849502800000,2016,1,德永塔,德永塔,Deyonta,2米11,1610612763,False,True,21,戴维斯,Davis,灰熊,Grizzlies,1627738,deyonta_davis,00,中锋,College,grizzlies,00,"107,5 公斤"
POR,波特兰,Portland,Western,美国,开拓者,North Carolina/United States,西部,艾德 戴维斯,Ed Davis,西北分区,613022400000,2010,7,艾德,艾德,Ed,2米08,1610612757,False,True,17,戴维斯,Davis,开拓者,Trail Blazers,202334,ed_davis,00,前锋-中锋,College,blazers,00,"111,1 公斤"
TOR,多伦多,Toronto,Eastern,美国,猛龙,Southern California/United States,东部,德玛尔 德罗赞,DeMar DeRozan,大西洋分区,618465600000,2009,8,德玛尔,德玛尔,DeMar,2米01,1610612761,False,True,10,德罗赞,DeRozan,猛龙,Raptors,201942,demar_derozan,00,后卫,College,raptors,00,"99,8 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Southern California/United States,东部,德维恩 戴德蒙,Dewayne Dedmon,东南分区,618897600000,2013,4,德维恩,德维恩,Dewayne,2米13,1610612737,False,True,14,戴德蒙,Dedmon,老鹰,Hawks,203473,dewayne_dedmon,00,中锋,College,hawks,00,"111,1 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Wisconsin/United States,西部,萨姆 德克尔,Sam Dekker,太平洋分区,768369600000,2015,2,萨姆,萨姆,Sam,2米06,1610612746,False,True,7,德克尔,Dekker,快船,Clippers,1626155,sam_dekker,00,前锋,College,clippers,00,"104,3 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Virginia Tech/United States,东部,马尔科姆 德莱尼,Malcolm Delaney,东南分区,605595600000,2011,1,马尔科姆,马尔科姆,Malcolm,1米91,1610612737,False,True,5,德莱尼,Delaney,老鹰,Hawks,1627098,malcolm_delaney,00,后卫,College,hawks,00,"86,2 公斤"
MIL,密尔沃基,Milwaukee,Eastern,澳洲,雄鹿,Saint Mary's (CA)/Australia,东部,马修 德拉维多瓦,Matthew Dellavedova,中央分区,652766400000,2013,4,马修,马修,Matthew,1米93,1610612749,False,True,8,德拉维多瓦,Dellavedova,雄鹿,Bucks,203521,matthew_dellavedova,00,后卫,College,bucks,00,"89,8 公斤"
LAL,洛杉矶,Los Angeles,Western,南苏丹,湖人,Duke/South Sudan,西部,罗尔 邓,Luol Deng,太平洋分区,482475600000,2004,13,罗尔,罗尔,Luol,2米06,1610612747,False,True,9,邓,Deng,湖人,Lakers,2736,luol_deng,00,前锋,College,lakers,00,"99,8 公斤"
NOP,新奥尔良,New Orleans,Western,马里,鹈鹕,Kansas/Mali,西部,谢赫 迪亚洛,Cheick Diallo,西南分区,842587200000,2016,1,谢赫,谢赫,Cheick,2米06,1610612740,False,True,13,迪亚洛,Diallo,鹈鹕,Pelicans,1627767,cheick_diallo,00,前锋,College,pelicans,00,"99,8 公斤"
MIN,明尼苏达,Minnesota,Western,塞内加尔,森林狼,Louisville/Senegal,西部,戈尔吉 吉恩,Gorgui Dieng,西北分区,632638800000,2013,4,戈尔吉,戈尔吉,Gorgui,2米11,1610612750,False,True,5,吉恩,Dieng,森林狼,Timberwolves,203476,gorgui_dieng,00,中锋,College,timberwolves,00,"113,9 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,Colorado/United States,东部,斯宾塞 丁维迪,Spencer Dinwiddie,大西洋分区,734068800000,2014,3,斯宾塞,斯宾塞,Spencer,1米98,1610612751,False,True,8,丁维迪,Dinwiddie,篮网,Nets,203915,spencer_dinwiddie,00,后卫,College,nets,00,"90,7 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Oregon/United States,东部,泰勒 多西,Tyler Dorsey,东南分区,824619600000,2017,0,泰勒,泰勒,Tyler,1米93,1610612737,False,True,2,多西,Dorsey,老鹰,Hawks,1628416,tyler_dorsey,00,后卫,College,hawks,00,"83,0 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Houston/United States,东部,达米安 多特森,Damyean Dotson,大西洋分区,768196800000,2017,0,达米安,达米安,Damyean,1米96,1610612752,False,True,21,多特森,Dotson,尼克斯,Knicks,1628422,damyean_dotson,00,后卫,College,knicks,00,"95,3 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,United States,西部,PJ 多齐尔,PJ Dozier,西北分区,846216000000,2017,0,PJ,PJ,PJ,1米98,1610612760,False,True,35,多齐尔,Dozier,雷霆,Thunder,1628408,pj_dozier,00,后卫,,thunder,00,"93,0 公斤"
MIA,迈阿密,Miami,Eastern,斯洛文尼亚,热火,"Ljubljana, Slovenia/Slovenia",东部,戈兰 德拉季奇,Goran Dragic,东南分区,515736000000,2008,9,戈兰,戈兰,Goran,1米91,1610612748,False,True,7,德拉季奇,Dragic,热火,Heat,201609,goran_dragic,00,后卫,Country,heat,00,"86,2 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Connecticut/United States,东部,安德烈 德拉蒙德,Andre Drummond,中央分区,744955200000,2012,5,安德烈,安德烈,Andre,2米11,1610612765,False,True,0,德拉蒙德,Drummond,活塞,Pistons,203083,andre_drummond,00,中锋,College,pistons,00,"126,6 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Boston College/United States,西部,贾里德 杜德利,Jared Dudley,太平洋分区,489816000000,2007,10,贾里德,贾里德,Jared,2米01,1610612756,False,True,3,杜德利,Dudley,太阳,Suns,201162,jared_dudley,00,前锋,College,suns,00,"108,9 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Providence/United States,东部,克里斯 邓恩,Kris Dunn,中央分区,763966800000,2016,1,克里斯,克里斯,Kris,1米93,1610612741,False,True,32,邓恩,Dunn,公牛,Bulls,1627739,kris_dunn,00,后卫,College,bulls,00,"95,3 公斤"
GSW,金州,Golden State,Western,美国,勇士,Texas/United States,西部,凯文 杜兰特,Kevin Durant,太平洋分区,591508800000,2007,10,凯文,凯文,Kevin,2米06,1610612744,False,True,35,杜兰特,Durant,勇士,Warriors,201142,kevin_durant,00,前锋,College,warriors,00,"108,9 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Marquette/United States,东部,亨利 埃伦森,Henry Ellenson,中央分区,853131600000,2016,1,亨利,亨利,Henry,2米11,1610612765,False,True,8,埃伦森,Ellenson,活塞,Pistons,1627740,henry_ellenson,00,前锋,College,pistons,00,"111,1 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,North Carolina/United States,东部,维恩 艾灵顿,Wayne Ellington,东南分区,565160400000,2009,8,维恩,维恩,Wayne,1米96,1610612748,False,True,2,艾灵顿,Ellington,热火,Heat,201961,wayne_ellington,00,后卫,College,heat,00,"90,7 公斤"
PHI,费城,Philadelphia,Eastern,喀麦隆,76人,Kansas/Cameroon,东部,乔尔 恩比德,Joel Embiid,大西洋分区,763794000000,2014,1,乔尔,乔尔,Joel,2米13,1610612755,False,True,21,恩比德,Embiid,76人,Sixers,203954,joel_embiid,00,中锋,College,sixers,00,"113,4 公斤"
LAL,洛杉矶,Los Angeles,Western,加拿大,湖人,Syracuse/Canada,西部,泰勒 恩尼斯,Tyler Ennis,太平洋分区,777700800000,2014,3,泰勒,泰勒,Tyler,1米91,1610612747,False,True,10,恩尼斯,Ennis,湖人,Lakers,203898,tyler_ennis,00,后卫,College,lakers,00,"88,0 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Long Beach State/United States,西部,詹姆斯 恩尼斯三世,James Ennis III,西南分区,646804800000,2013,3,詹姆斯,詹姆斯,James,2米01,1610612763,False,True,8,恩尼斯三世,Ennis III,灰熊,Grizzlies,203516,james_ennis iii,00,前锋,College,grizzlies,00,"95,3 公斤"
LAC,洛杉矶,LA,Western,美国,快船,Oklahoma State/United States,西部,贾旺 埃文斯,Jawun Evans,太平洋分区,838353600000,2017,0,贾旺,贾旺,Jawun,1米83,1610612746,False,True,1,埃文斯,Evans,快船,Clippers,1628393,jawun_evans,00,后卫,College,clippers,00,"86,2 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Memphis/United States,西部,泰瑞克 埃文斯,Tyreke Evans,西南分区,622180800000,2009,8,泰瑞克,泰瑞克,Tyreke,1米98,1610612763,False,True,12,埃文斯,Evans,灰熊,Grizzlies,201936,tyreke_evans,00,后卫,College,grizzlies,00,"99,8 公斤"
UTA,犹他,Utah,Western,澳洲,爵士,Australia,西部,丹特 艾克萨姆,Dante Exum,西北分区,805608000000,2014,2,丹特,丹特,Dante,1米98,1610612762,False,True,11,艾克萨姆,Exum,爵士,Jazz,203957,dante_exum,00,后卫,None,jazz,00,"86,2 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Morehead State/United States,西部,肯尼斯 法里德,Kenneth Faried,西北分区,627454800000,2011,6,肯尼斯,肯尼斯,Kenneth,2米03,1610612743,False,True,35,法里德,Faried,掘金,Nuggets,202702,kenneth_faried,00,前锋,College,nuggets,00,"103,4 公斤"
UTA,犹他,Utah,Western,美国,爵士,Georgia Tech/United States,西部,德里克 费沃斯,Derrick Favors,西北分区,679550400000,2010,7,德里克,德里克,Derrick,2米08,1610612762,False,True,15,费沃斯,Favors,爵士,Jazz,202324,derrick_favors,00,前锋-中锋,College,jazz,00,"120,2 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Oakland/United States,东部,凯 菲尔德,Kay Felder,中央分区,796453200000,2016,1,凯,凯,Kay,1米75,1610612741,False,True,3,菲尔德,Felder,公牛,Bulls,1627770,kay_felder,00,后卫,High School,bulls,00,"79,8 公斤"
CHI,芝加哥,Chicago,Eastern,巴西,公牛,Brazil,东部,克里斯蒂亚诺 费利西奥 ,Cristiano Felicio,中央分区,710481600000,2014,2,克里斯蒂亚诺,克里斯蒂亚诺,Cristiano,2米06,1610612741,False,True,6,费利西奥 ,Felicio,公牛,Bulls,1626245,cristiano_felicio,00,前锋-中锋,,bulls,00,"127,0 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Arizona State/United States,东部,卡里克 法利克斯,Carrick Felix,东南分区,650865600000,2013,1,卡里克,卡里克,Carrick,1米98,1610612764,False,True,21,法利克斯,Felix,奇才,Wizards,203467,carrick_felix,00,后卫-前锋,College,wizards,00,"92,1 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,North Carolina/United States,西部,雷蒙德 菲尔顿,Raymond Felton,西北分区,457070400000,2005,12,雷蒙德,雷蒙德,Raymond,1米85,1610612760,False,True,2,菲尔顿,Felton,雷霆,Thunder,101109,raymond_felton,00,后卫,College,thunder,00,"93,0 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,United States,西部,特伦斯 弗格森,Terrance Ferguson,西北分区,895377600000,2017,0,特伦斯,特伦斯,Terrance,2米01,1610612760,False,True,23,弗格森,Ferguson,雷霆,Thunder,1628390,terrance_ferguson,00,后卫,,thunder,00,"83,5 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Indiana/United States,西部,尤吉 费雷尔,Yogi Ferrell,西南分区,736920000000,2016,1,尤吉,尤吉,Yogi,1米83,1610612742,False,True,11,费雷尔,Ferrell,小牛,Mavericks,1627812,yogi_ferrell,00,后卫,College,mavericks,00,"81,6 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Florida/United States,西部,多里安 芬尼-史密斯,Dorian Finney-Smith,西南分区,736488000000,2016,1,多里安,多里安,Dorian,2米03,1610612742,False,True,10,芬尼-史密斯,Finney-Smith,小牛,Mavericks,1627827,dorian_finney-smith,00,前锋,College,mavericks,00,"99,8 公斤"
SAS,圣安东尼奥,San Antonio,Western,美国,马刺,Michigan State/United States,西部,布林 福布斯,Bryn Forbes,西南分区,743400000000,2016,1,布林,布林,Bryn,1米91,1610612759,False,True,11,福布斯,Forbes,马刺,Spurs,1627854,bryn_forbes,00,后卫,College,spurs,00,"86,2 公斤"
ORL,奥兰多,Orlando,Eastern,法国,魔术,France/France,东部,埃文 富尼耶,Evan Fournier,东南分区,720334800000,2012,5,埃文,埃文,Evan,2米01,1610612753,False,True,10,富尼耶,Fournier,魔术,Magic,203095,evan_fournier,00,后卫-前锋,Country,magic,00,"93,0 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Kentucky/United States,西部,达龙 福克斯,De'Aaron Fox,太平洋分区,882594000000,2017,0,达龙,达龙,De'Aaron,1米91,1610612758,False,True,5,福克斯,Fox,国王,Kings,1628368,de'aaron_fox,00,后卫,College,kings,00,"79,4 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,United States,东部,蒂姆 弗雷泽,Tim Frazier,东南分区,657435600000,2014,3,蒂姆,蒂姆,Tim,1米85,1610612764,False,True,8,弗雷泽,Frazier,奇才,Wizards,204025,tim_frazier,00,后卫,None,wizards,00,"77,1 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Arizona/United States,东部,钱宁 弗莱,Channing Frye,中央分区,421992000000,2005,11,钱宁,钱宁,Channing,2米11,1610612739,False,True,8,弗莱,Frye,骑士,Cavaliers,101112,channing_frye,00,前锋,College,cavaliers,00,"115,7 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Washington/United States,东部,马克尔 富尔茨,Markelle Fultz,大西洋分区,896414400000,2017,0,马克尔,马克尔,Markelle,1米93,1610612755,False,True,20,富尔茨,Fultz,76人,Sixers,1628365,markelle_fultz,00,后卫,College,sixers,00,"90,7 公斤"
LAC,洛杉矶,LA,Western,意大利,快船,"Sant'Angelo Lodigiano, Italy/Italy",西部,达尼罗 加里纳利,Danilo Gallinari,太平洋分区,587016000000,2008,8,达尼罗,达尼罗,Danilo,2米08,1610612746,False,True,8,加里纳利,Gallinari,快船,Clippers,201568,danilo_gallinari,00,前锋,Country,clippers,00,"102,1 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Saint Joseph's/United States,东部,兰斯顿 加洛韦,Langston Galloway,中央分区,692254800000,2014,3,兰斯顿,兰斯顿,Langston,1米88,1610612765,False,True,9,加洛韦,Galloway,活塞,Pistons,204038,langston_galloway,00,后卫,College,pistons,00,"90,7 公斤"
MEM,孟菲斯,Memphis,Western,西班牙,灰熊,"Barcelona, Spain/Spain",西部,马克 加索尔,Marc Gasol,西南分区,475822800000,2007,9,马克,马克,Marc,2米16,1610612763,False,True,33,加索尔,Gasol,灰熊,Grizzlies,201188,marc_gasol,00,中锋,Country,grizzlies,00,"115,7 公斤"
SAS,圣安东尼奥,San Antonio,Western,西班牙,马刺,"Barcelona, Spain/Spain",西部,保罗 加索尔,Pau Gasol,西南分区,331704000000,2001,16,保罗,保罗,Pau,2米13,1610612759,False,True,16,加索尔,Gasol,马刺,Spurs,2200,pau_gasol,00,前锋-中锋,Country,spurs,00,"113,4 公斤"
SAS,圣安东尼奥,San Antonio,Western,美国,马刺,Connecticut/United States,西部,鲁迪 盖伊,Rudy Gay,西南分区,524635200000,2006,11,鲁迪,鲁迪,Rudy,2米03,1610612759,False,True,22,盖伊,Gay,马刺,Spurs,200752,rudy_gay,00,前锋,College,spurs,00,"104,3 公斤"
OKC,俄克拉荷马城,Oklahoma City,Western,美国,雷霆,Fresno State/United States,西部,保罗 乔治,Paul George,西北分区,641620800000,2010,7,保罗,保罗,Paul,2米06,1610612760,False,True,13,乔治,George,雷霆,Thunder,202331,paul_george,00,前锋,College,thunder,00,"99,8 公斤"
MIN,明尼苏达,Minnesota,Western,美国,森林狼,Georgia Tech/United States,西部,马库斯 乔治-亨特,Marcus Georges-Hunt,西北分区,764830800000,2016,1,马库斯,马库斯,Marcus,1米96,1610612750,False,True,13,乔治-亨特,Georges-Hunt,森林狼,Timberwolves,1627875,marcus_georges-hunt,00,后卫,College,timberwolves,00,"102,5 公斤"
MIN,明尼苏达,Minnesota,Western,美国,森林狼,Southern California/United States,西部,泰 吉布森,Taj Gibson,西北分区,488433600000,2009,8,泰,泰,Taj,2米06,1610612750,False,True,67,吉布森,Gibson,森林狼,Timberwolves,201959,taj_gibson,00,前锋,College,timberwolves,00,"107,0 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Duke/United States,西部,哈里 吉尔斯,Harry Giles,太平洋分区,893217600000,2017,0,哈里,哈里,Harry,2米08,1610612758,False,True,20,吉尔斯,Giles,国王,Kings,1628385,harry_giles,00,前锋-中锋,College,kings,00,"108,9 公斤"
SAS,圣安东尼奥,San Antonio,Western,阿根廷,马刺,"Bahia Blanca, Argentina/Argentina",西部,马努 吉诺比利,Manu Ginobili,西南分区,238910400000,1999,15,马努,马努,Manu,1米98,1610612759,False,True,20,吉诺比利,Ginobili,马刺,Spurs,1938,manu_ginobili,00,后卫,Country,spurs,00,"93,0 公斤"
